Time;Day_of_week;Sex_of_driver;Educational_level;Vehicle_driver_relation;Driving_experience;Type_of_vehicle;Owner_of_vehicle;Service_year_of_vehicle;Defect_of_vehicle;Area_accident_occured;Lanes_or_Medians;Road_allignment;Types_of_Junction;Road_surface_type;Road_surface_conditions;Light_conditions;Weather_conditions;Type_of_collision;Number_of_vehicles_involved;Number_of_casualties;Vehicle_movement;Age_band_of_casualty;Pedestrian_movement;Cause_of_accident;Accident_severity
08:17:00;Tuesday;Male;Junior high school;Employee;5-10yr;Stationwagen;Owner;Unknown;No defect;Other;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Raining;Collision with roadside objects;2;2;Moving Backward;Over 51;Not a Pedestrian;No distancing;Slight Injury
15:15:00;Wednesday;Male;Junior high school;Employee;2-5yr;Automobile;Owner;Unknown;unknown; Industrial areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;na;Not a Pedestrian;Getting off the vehicle improperly;Slight Injury
15:15:00;Wednesday;Male;unknown;unknown;unknown;Public (> 45 seats);Owner;Unknown;unknown; Church areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Gravel roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;18-30;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
06:15:00;Monday;Male;Junior high school;Employee;2-5yr;Other;Owner;2-5yrs;No defect;Residential areas;Undivided Two way;Steep grade downward with mountainous terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
06:15:00;Monday;Female;Junior high school;Employee;2-5yr;Lorry (41?100Q);unknown;unknown;unknown;unknown;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;Over 51;Not a Pedestrian;Driving carelessly;Slight Injury
06:15:00;Monday;Female;Junior high school;Employee;Above 10yr;Automobile;unknown;unknown;unknown;unknown;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
17:50:00;Tuesday;Male;Junior high school;Employee;1-2yr;Public (> 45 seats);Owner;1-2yr;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Other;18-30;Not a Pedestrian;Turnover;Slight Injury
21:45:00;Saturday;Male;Above high school;Owner;1-2yr;unknown;Owner;Above 10yr;No defect; Outside rural areas;Two-way (divided with broken lines road marking);Tangent road with mountainous terrain and;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;4;1;Other;na;Not a Pedestrian;Changing lane to the right;Slight Injury
21:45:00;Saturday;Female;Above high school;Employee;No Licence;Automobile;Owner;Above 10yr;No defect; Church areas;Two-way (divided with broken lines road marking);Steep grade downward with mountainous terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;4;1;Going straight;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
21:45:00;Saturday;Female;Junior high school;Employee;1-2yr;Pick up upto 10Q;Owner;unknown;No defect;Office areas;other;Tangent road with mountainous terrain and;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;4;1;Reversing;na;Not a Pedestrian;No priority to vehicle;Slight Injury
21:45:00;Saturday;Male;Junior high school;Employee;5-10yr;Public (12 seats);Owner;Above 10yr;unknown; Church areas;Two-way (divided with broken lines road marking);Steep grade downward with mountainous terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;4;1;Going straight;18-30;Not a Pedestrian;Moving Backward;Slight Injury
12:55:00;Monday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);unknown;unknown;unknown;Office areas;other;Tangent road with mountainous terrain and;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;3;Going straight;31-50;Not a Pedestrian;Changing lane to the left;Slight Injury
12:55:00;Monday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);Governmental;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;3;Going straight;na;Not a Pedestrian;Overturning;Slight Injury
12:55:00;Monday;Male;Junior high school;Owner;5-10yr;Lorry (41?100Q);Owner;1-2yr;No defect;School areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;3;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
21:10:00;Saturday;Male;Elementary school;Employee;2-5yr;Public (13?45 seats);Owner;Below 1yr;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;31-50;Not a Pedestrian;Driving carelessly;Slight Injury
21:10:00;Saturday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;unknown;No defect;Office areas;other;Tangent road with mountainous terrain and;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;No distancing;Slight Injury
08:40:00;Thursday;Male;Junior high school;Employee;Below 1yr;Lorry (41?100Q);Owner;Unknown;No defect;Rural village areasOffice areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
08:40:00;Thursday;Male;Junior high school;Employee;2-5yr;Motorcycle;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
18:30:00;Saturday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;No distancing;Slight Injury
18:30:00;Saturday;Male;Elementary school;Employee;5-10yr;Ridden horse;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
13:55:00;Thursday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Other;Gravel roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Moving Backward;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
13:55:00;Thursday;Male;unknown;unknown;unknown;Lorry (41?100Q);Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;Over 51;Not a Pedestrian;No distancing;Slight Injury
15:00:00;Sunday;Male;Junior high school;Employee;2-5yr;Pick up upto 10Q;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Gravel roads;Dry;Daylight;Normal;Collision with pedestrians;1;1;Going straight;31-50;Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle;Changing lane to the left;Serious Injury
08:40:00;Thursday;Male;Junior high school;Employee;5-10yr;Public (> 45 seats);Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;No distancing;Slight Injury
08:40:00;Thursday;Male;Above high school;Employee;2-5yr;Stationwagen;Owner;Unknown;No defect;Office areas;unknown;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Moving Backward;31-50;Not a Pedestrian;No distancing;Slight Injury
08:20:00;Friday;Male;unknown;unknown;unknown;Automobile;Owner;Unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;31-50;Not a Pedestrian;No distancing;Slight Injury
08:20:00;Friday;Male;unknown;Employee;1-2yr;Public (12 seats);Owner;Unknown;No defect;Other;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Turnover;na;Not a Pedestrian;Changing lane to the left;Slight Injury
08:20:00;Friday;Female;Junior high school;Employee;2-5yr;Automobile;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Turnover;18-30;Not a Pedestrian;Changing lane to the right;Slight Injury
18:40:00;Thursday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;2-5yrs;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
10:40:00;Saturday;Male;Junior high school;Employee;Below 1yr;Automobile;Owner;2-5yrs;unknown;Residential areas;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
10:40:00;Saturday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;2-5yrs;unknown;School areas;Undivided Two way;Tangent road with mild grade and flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Rollover;2;1;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
11:04:00;Wednesday;Male;Junior high school;Employee;Below 1yr;Automobile;Owner;2-5yrs;unknown;Residential areas;Undivided Two way;Tangent road with mild grade and flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;1;2;Going straight;18-30;Unknown or other;Overtaking;Serious Injury
11:04:00;Wednesday;Male;High school;Employee;5-10yr;Automobile;Owner;2-5yrs;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;2;Going straight;na;Not a Pedestrian;Other;Serious Injury
15:30:00;Wednesday;Male;Above high school;Employee;1-2yr;Public (12 seats);Owner;unknown;No defect; Church areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;31-50;Not a Pedestrian;Other;Slight Injury
15:30:00;Wednesday;Male;Junior high school;Employee;Below 1yr;Taxi;Owner;unknown;No defect;Other;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;3;1;Getting off;na;Not a Pedestrian;Changing lane to the right;Slight Injury
15:30:00;Wednesday;Male;unknown;unknown;unknown;Automobile;Owner;2-5yrs;No defect;Other;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Moving Backward;31-50;Not a Pedestrian;No priority to pedestrian;Slight Injury
20:05:00;Tuesday;Male;High school;Employee;Below 1yr;Public (12 seats);Owner;5-10yrs;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Other;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
20:05:00;Tuesday;Male;High school;Employee;Below 1yr;Stationwagen;Owner;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
19:55:00;Monday;Male;unknown;unknown;unknown;Stationwagen;Owner;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
19:55:00;Monday;Male;High school;Employee;2-5yr;Automobile;Owner;unknown;No defect;Office areas;Two-way (divided with solid lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Overtaking;Slight Injury
13:56:00;Thursday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;5;Not a Pedestrian;No distancing;Slight Injury
13:56:00;Thursday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Unknown;No defect;Office areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;3;1;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
13:56:00;Thursday;Male;Junior high school;Employee;5-10yr;Public (12 seats);Owner;Unknown;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
11:45:00;Saturday;Male;Junior high school;Employee;1-2yr;Automobile;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
11:45:00;Saturday;Male;Unknown;Employee;Below 1yr;Automobile;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
22:50:00;Saturday;Male;Junior high school;Employee;Below 1yr;Lorry (41?100Q);Owner;Unknown;No defect;Office areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;2;Going straight;18-30;Not a Pedestrian;Driving carelessly;Serious Injury
22:50:00;Saturday;Male;High school;Employee;2-5yr;Automobile;Owner;Unknown;No defect;School areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;2;Going straight;18-30;Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle;No priority to pedestrian;Serious Injury
16:05:00;Wednesday;Male;Junior high school;Owner;1-2yr;Motorcycle;Owner;unknown;unknown;Residential areas;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
16:05:00;Wednesday;Male;Junior high school;Employee;5-10yr;unknown;Owner;unknown;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
16:05:00;Wednesday;Male;Elementary school;Employee;2-5yr;Automobile;Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Moving Backward;18-30;Not a Pedestrian;No distancing;Slight Injury
22:25:00;Tuesday;Male;Elementary school;Owner;5-10yr;Automobile;Owner;Above 10yr;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
22:25:00;Tuesday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Above 10yr;unknown;Residential areas;One way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Moving Backward;na;Not a Pedestrian;No distancing;Slight Injury
18:55:00;Friday;Male;Junior high school;Employee;5-10yr;Public (> 45 seats);Owner;Unknown;No defect;Other;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;2;Moving Backward;31-50;Not a Pedestrian;Changing lane to the left;Serious Injury
18:55:00;Friday;Male;High school;Employee;5-10yr;unknown;Other;Unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;1;2;Going straight;na;Not a Pedestrian;Changing lane to the left;Serious Injury
13:00:00;Friday;Male;Junior high school;Employee;5-10yr;Automobile;Owner;5-10yrs;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
13:00:00;Friday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Above 10yr;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Slight Injury
23:26:00;Monday;Male;Junior high school;unknown;1-2yr;Other;Owner;2-5yrs;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;1;Going straight;31-50;Not a Pedestrian;No priority to vehicle;Fatal injury
13:50:00;Sunday;Male;Junior high school;Employee;2-5yr;Stationwagen;Owner;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;Moving Backward;Slight Injury
11:00:00;Saturday;Male;Junior high school;Employee;1-2yr;Lorry (41?100Q);Governmental;unknown;No defect;Other;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;unknown;2;2;Going straight;Under 18;Not a Pedestrian;Driving carelessly;Slight Injury
11:00:00;Saturday;Male;unknown;unknown;unknown;Taxi;Owner;unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;2;unknown;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
17:43:00;Friday;Male;Elementary school;Employee;5-10yr;Other;Owner;unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Other;na;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
17:43:00;Friday;Male;Junior high school;Employee;5-10yr;Public (12 seats);Owner;Unknown;No defect; Church areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
16:25:00;Sunday;Male;Junior high school;Employee;Above 10yr;Automobile;Governmental;Unknown;No defect;Other;One way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;4;unknown;Under 18;Not a Pedestrian;No priority to vehicle;Fatal injury
16:25:00;Sunday;Male;Junior high school;Employee;2-5yr;Automobile;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Collision with pedestrians;2;4;Overtaking;18-30;Not a Pedestrian;Driving carelessly;Fatal injury
16:25:00;Sunday;Male;Junior high school;Owner;Above 10yr;Public (13?45 seats);Owner;1-2yr;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Collision with roadside objects;2;4;Reversing;na;Not a Pedestrian;Moving Backward;Fatal injury
16:25:00;Sunday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;Below 1yr;unknown;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;unknown;2;4;Going straight;Over 51;Not a Pedestrian;Driving carelessly;Fatal injury
09:58:00;Saturday;Male;Elementary school;Other;5-10yr;Lorry (41?100Q);unknown;unknown;unknown;Other;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Other;na;Not a Pedestrian;No priority to vehicle;Slight Injury
18:04:00;Saturday;Male;Elementary school;Employee;5-10yr;Lorry (11?40Q);Owner;5-10yrs;unknown;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;unknown;1;1;Moving Backward;Over 51;Not a Pedestrian;Changing lane to the right;Slight Injury
11:50:00;Sunday;Male;Junior high school;unknown;5-10yr;Motorcycle;Governmental;unknown;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;unknown;2;1;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
14:31:00;Saturday;Male;Junior high school;Employee;5-10yr;Lorry (41?100Q);Owner;5-10yrs;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;unknown;2;1;Other;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
01:00:00;Saturday;Male;Elementary school;Employee;Above 10yr;Stationwagen;Owner;Above 10yr;unknown;Other;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Darkness - lights lit;Other;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;Driving carelessly;Slight Injury
01:00:00;Saturday;Male;Junior high school;unknown;Below 1yr;Automobile;Owner;1-2yr;No defect;Other;other;Steep grade downward with mountainous terrain;No junction;Asphalt roads;Wet or damp;Darkness - lights lit;Other;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
05:55:00;Friday;Male;Junior high school;Employee;5-10yr;Other;Owner;2-5yrs;unknown;Office areas;One way;Steep grade downward with mountainous terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
05:55:00;Friday;Male;Elementary school;Employee;1-2yr;Other;Owner;unknown;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Moving Backward;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
17:40:00;Friday;Male;unknown;unknown;unknown;Taxi;Owner;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;2;Going straight;31-50;Not a Pedestrian;Changing lane to the left;Slight Injury
17:40:00;Friday;Male;Junior high school;Employee;Above 10yr;Automobile;Organization;2-5yrs;unknown;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;2;Getting off;na;Not a Pedestrian;No distancing;Slight Injury
15:10:00;Tuesday;Male;High school;Owner;2-5yr;Long lorry;Owner;unknown;No defect; Church areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
15:10:00;Tuesday;Male;Junior high school;Employee;1-2yr;Long lorry;Governmental;unknown;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Driving carelessly;Slight Injury
15:10:00;Tuesday;Male;Junior high school;Employee;1-2yr;Lorry (41?100Q);Owner;unknown;No defect;Office areas;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Moving Backward;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
18:05:00;Wednesday;Male;Above high school;Owner;2-5yr;Lorry (41?100Q);Governmental;Below 1yr;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Rollover;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
18:05:00;Wednesday;Male;Junior high school;Employee;Above 10yr;Lorry (11?40Q);Owner;Unknown;No defect;Other;One way;Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;5;Not a Pedestrian;Changing lane to the right;Slight Injury
11:00:00;Wednesday;Male;Elementary school;Owner;2-5yr;Automobile;Owner;Unknown;unknown; Industrial areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;1;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
18:30:00;Sunday;Male;Junior high school;Employee;5-10yr;Taxi;Owner;Unknown;unknown; Church areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;1;1;Going straight;na;Not a Pedestrian;Driving to the left;Serious Injury
13:50:00;Thursday;Male;Junior high school;Employee;Below 1yr;Other;Owner;2-5yrs;No defect;Residential areas;Undivided Two way;Steep grade downward with mountainous terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
09:30:00;Tuesday;Male;Junior high school;Employee;5-10yr;Automobile;unknown;unknown;unknown;unknown;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;Overtaking;Slight Injury
09:30:00;Tuesday;Male;High school;Employee;Above 10yr;Automobile;unknown;unknown;unknown;unknown;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
18:15:00;Wednesday;Female;Junior high school;Employee;5-10yr;Automobile;Owner;1-2yr;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
16:20:00;Saturday;Male;Elementary school;Employee;1-2yr;Automobile;Owner;Above 10yr;No defect; Outside rural areas;Two-way (divided with broken lines road marking);Tangent road with mountainous terrain and;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;5;Not a Pedestrian;Moving Backward;Slight Injury
16:20:00;Saturday;Male;Junior high school;Employee;unknown;Public (> 45 seats);Owner;Above 10yr;No defect; Church areas;Two-way (divided with broken lines road marking);Steep grade downward with mountainous terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;Changing lane to the right;Slight Injury
